"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"BOFI","BofI Holding, Inc.","80.22","1111293195.18","n/a","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofi",
"WIFI","Boingo Wireless, Inc.","6.3","223772276.7","n/a","2011","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wifi",
"BOKF","BOK Financial Corporation","64.96","4468441456.64","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf",
"BOLT","Bolt Technology Corporation","19.34","167524530.5","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/bolt",
"BONA","Bona Film Group Limited","6.74","401860610.64","n/a","2010","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/bona",
"BNSO","Bonso Electronics International, Inc.","1.46","8143352.94","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bnso",
"BAMM","Books-A-Million, Inc.","2.34","35929663.38","n/a","1992","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bamm",
"BPFH","Boston Private Financial Holdings, Inc.","13.23","1056063132.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfh",
"BPFHP","Boston Private Financial Holdings, Inc.","22.8599","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhp",
"BPFHW","Boston Private Financial Holdings, Inc.","6.6915","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhw",
"EPAY","Bottomline Technologies, Inc.","34.91","1347134274.89","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/epay",
"BDBD","Boulder Brands, Inc.","15.1","905149885.1","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bdbd",
"BBRG","Bravo Brio Restaurant Group, Inc.","15.72","306009402.84","n/a","2010","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bbrg",
"BBEP","BreitBurn Energy Partners, L.P.","20.13","2006555581.8","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbep",
"BDGE","Bridge Bancorp, Inc.","24.72","276260115.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge",
"BBNK","Bridge Capital Holdings","20.06","316217675.58","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bbnk",
"BLIN          ","Bridgeline Digital, Inc.","1.1868","21752841.7716","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin          ",
"BRID","Bridgford Foods Corporation","9.65","88286055.1","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid",
"BCOV","Brightcove Inc.","11.72","337201944.84","n/a","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov",
"BRCM","Broadcom Corporation","29","16472000000","n/a","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/brcm",
"BSFT","BroadSoft, Inc.","28.2","796361824.2","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft",
"BVSN","BroadVision, Inc.","11.4","54106691.4","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn",
"BYFC","Broadway Financial Corporation","1.14","7005814.14","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc",
"BWEN","Broadwind Energy, Inc.","10.31","150401846.98","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen",
"BRCD","Brocade Communications Systems, Inc.","9.5","4217582323","n/a","1999","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/brcd",
"BRKL","Brookline Bancorp, Inc.","9.5","666525225","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl",
"BRKS","Brooks Automation, Inc.","10.45","696558105.1","n/a","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks",
"BRKR","Bruker Corporation","21.11","3536990337.26","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr",
"BMTC","Bryn Mawr Bank Corporation","29.8","404875822.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc",
"BLMT","BSB Bancorp, Inc.","15.39","139368885.12","n/a","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt",
"BSDM","BSD Medical Corporation","1.24","42137520.04","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/bsdm",
"BSQR","BSQUARE Corporation","3.51","39429865.8","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr",
"BTUI","BTU International, Inc.","2.91","27775554.24","n/a","1989","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/btui",
"BWLD","Buffalo Wild Wings, Inc.","141.47","2656804336.48","n/a","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld",
"BLDR","Builders FirstSource, Inc.","7.75","754648058.25","n/a","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr",
"BUR","Burcon Nutrascience Corp","3.47","109737684.71","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/bur",
"CFFI","C&F Financial Corporation","42.12","141223179.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi",
"CHRW","C.H. Robinson Worldwide, Inc.","59.13","8966180920.41","n/a","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw",
"CA","CA Inc.","34.43","15537380277.54","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca",
"CCMP","Cabot Microelectronics Corporation","47.27","1114856946.71","n/a","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp",
"CACH","Cache, Inc.","5.16","111204042.36","n/a","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/cach",
"CDNS","Cadence Design Systems, Inc.","14.47","4163647272.93","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns",
"CADX","Cadence Pharmaceuticals, Inc.","11.73","1009802844.27","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cadx",
"CDZI","Cadiz, Inc.","7.55","121953307.8","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi",
"CACQ","Caesars Acquisition Company","13.54","1838351282.28","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cacq",
"CZR","Caesars Entertainment Corporation","22.57","3089418569.66","n/a","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr",
"CSTE","CaesarStone Sdot-Yam Ltd.","46.39","1604793810.31","n/a","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste",
"PRSS","CafePress Inc.","6.71","115208170.33","n/a","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss",
"CLMS","Calamos Asset Management, Inc.","11.69","240003543.99","n/a","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/clms",
"CHY","Calamos Convertible and High Income Fund","13.16","949472720.28","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/chy",
"CHI","Calamos Convertible Opportunities and Income Fund","13.51","912567170.83","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/chi",
"CHW","Calamos Global Dynamic Income Fund","9","531062928","n/a","2007","n/a","n/a","http://www.nasdaq.com/symbol/chw",
"CGO","Calamos Global Total Return Fund","14.3","119449844.8","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/cgo",
"CSQ","Calamos Strategic Total Return Fund","11.09","1713560260","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/csq",
"CAMP","CalAmp Corp.","31.24","1112163087.64","n/a","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp",
"CVGW","Calavo Growers, Inc.","31.61","496926269.4","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"CFNB","California First National Bancorp","14.82","154827904.14","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb",
"CALD","Callidus Software, Inc.","14.18","572563173.78","n/a","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald",
"CALM","Cal-Maine Foods, Inc.","53.13","1280879238.87","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CLMT","Calumet Specialty Products Partners, L.P.","29.33","2033075763.74","n/a","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt",
"ABCD","Cambium Learning Group, Inc.","2.03","91436074.03","n/a","n/a","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd",
"CAMBU","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","10.01","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cambu",
"CAFI","Camco Financial Corporation","6.65","97697996.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cafi",
"CAC","Camden National Corporation","39.24","300066867.36","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","4.89","146924328.75","n/a","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","41.75","1924744680.75","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","15.89","147226951.76","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","10.8","45111081.6","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc",
"CBNJ","Cape Bancorp, Inc.","10.49","126381264.65","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbnj",
"CPLA","Capella Education Company","71.26","883115203.6","n/a","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla",
"CBF","Capital Bank Financial Corp.","22.55","1175179111.15","n/a","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf",
"CCBG","Capital City Bank Group","12.75","221082717.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","10.12","840537619.24","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","33.52","511477121.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cswc",
"CPTA","Capitala Finance Corp.","20.01","259618144.2","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/cpta",
"CLAC","Capitol Acquisition Corp. II","9.7","242500000","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clac",
"CLACU","Capitol Acquisition Corp. II","10.38","259500000","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacu",
"CLACW","Capitol Acquisition Corp. II","0.65","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacw",
"CFFN","Capitol Federal Financial, Inc.","12.05","1782099419.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn",
"CPST","Capstone Turbine Corporation","1.73","536166335.01","n/a","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst",
"CARB","Carbonite, Inc.","12.57","332436389.13","n/a","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb",
"CRDC","Cardica, Inc.","1.19","60949442.61","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc",
"CFNL","Cardinal Financial Corporation","18.32","554804821.92","n/a","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl",
"CRME","Cardiome Pharma Corporation","6.92","103467362.52","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme",
"CSII","Cardiovascular Systems, Inc.","29.71","851040632.62","n/a","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii",
"CATM","Cardtronics, Inc.","40.35","1815936094.2","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm",
"CECO","Career Education Corporation","6.72","451272171.84","n/a","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco",
"CKEC","Carmike Cinemas, Inc.","26.35","607178517.8","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec",
"CLBH","Carolina Bank Holdings Inc.","10.38","35590694.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh",
"CART","Carolina Trust Bank","3.4","15757238.8","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","43.75","1987186250","n/a","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","6.35","150466158.3","n/a","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","7.4001","27349970.3892","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","2.03","38445254.47","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm",
"CACB","Cascade Bancorp","4.85","230804031","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb",
"CSCD","Cascade Microtech, Inc.","11.25","181748373.75","n/a","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd",
"CWST","Casella Waste Systems, Inc.","5.28","211196235.36","n/a","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","68.46","2634364350.24","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CASS","Cass Information Systems, Inc","65.11","749667033.94","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass",
"CPRX","Catalyst Pharmaceutical Partners, Inc.","2.03","114873248.21","n/a","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx",
"CTRX","Catamaran Corporation","49.39","10189099658.21","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ctrx",
"CATY","Cathay General Bancorp","25.48","2025747906","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/caty",
"CATYW","Cathay General Bancorp","8.11","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw",
"CVCO","Cavco Industries, Inc.","73.41","648821364.84","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco",
"CAVM","Cavium, Inc.","35.69","1854835924.74","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm",
"CBEY","Cbeyond, Inc.","6.94","207329307.6","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cbey",
"CBOE","CBOE Holdings, Inc.","49.88","4349408157.56","n/a","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe",
"CDW","CDW Corporation","24.44","4202639320.36","n/a","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","16.4","419511590","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece",
"CPXX","Celator Pharmaceuticals Inc.","3.72","96819669.96","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpxx",
"CELG","Celgene Corporation","167.04","68832092453.76","n/a","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","3.3499","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz",
"CTIC","Cell Therapeutics, Inc.","3.64","529650091.88","n/a","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctic",
"CLDX","Celldex Therapeutics, Inc.","28.32","2296985186.88","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx",
"ICEL","Cellular Dynamics International, Inc.","19.76","311370432.88","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/icel",
"CLSN","Celsion Corporation","3.96","53875701","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn",
"CEMP","Cempra, Inc.","14.66","486716999.06","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp",
"CNBC","Center Bancorp, Inc.","17.54","287112470.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbc",
"CSFL","CenterState Banks, Inc.","10.08","303533748","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","3.24","435763184.4","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","1.36","21520245.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","6.58","324295096.02","n/a","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","6.43","226845268.86","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","11.53","125846260.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","11.12","986154192.72","n/a","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","33.97","188757158.48","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","5.62","137003016.82","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CPHD","CEPHEID","48.33","3278442883.23","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cphd",
"CRNT","Ceragon Networks Ltd.","3.64","134160091.52","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERE","Ceres, Inc.","1.56","39319179.12","n/a","2012","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere",
"CERN","Cerner Corporation","55.74","19133475272.28","n/a","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","6.8","479100800","n/a","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"CEVA","CEVA, Inc.","16.43","361197037.85","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CYOU","Changyou.com Limited","30.5","1613208562","n/a","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"HOTR","Chanticleer Holdings, Inc.","4.7839","25655562.9583","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr",
"HOTRW","Chanticleer Holdings, Inc.","0.71","0","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw",
"CTHR","Charles & Colvard Ltd","4.56","91729821.84","n/a","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"CHRM","Charm Communications Inc.","4.17","159856057.62","n/a","2010","Technology","Advertising","http://www.nasdaq.com/symbol/chrm",
"CACG","Chart Acquisition Corp.","9.7501","95063475","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacg",
"CACGU","Chart Acquisition Corp.","10.58","0","n/a","2012","Finance","Business Services","http://www.nasdaq.com/symbol/cacgu",
"CACGW","Chart Acquisition Corp.","0.75","0","n/a","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cacgw",
"GTLS","Chart Industries, Inc.","90.58","2751488696.04","n/a","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","134.29","13984001500.82","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","10.79","245496389.06","n/a","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","64.51","12672103971.23","n/a","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CHTP","Chelsea Therapeutics International, Ltd.","4.76","373345440.16","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chtp",
"CEMI","Chembio Diagnostics, Inc.","3.64","33942210.12","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","30.99","922827967.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","7.14","306059013.12","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","34.5","158503867.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","14.1","118489350","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHEV","Cheviot Financial Corp","10.3334","70648453.4602","n/a","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev",
"CBNK","Chicopee Bancorp, Inc.","17.29","93668315.65","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cbnk",
"CMRX","Chimerix, Inc.","19.23","508064157.39","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","7.5","11151532.5","n/a","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","4.15","15331735.1","n/a","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","8.26","231635336.94","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBAK","China BAK Battery, Inc.","2.21","27889309.37","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cbak",
"CBPO","China Biologic Products, Inc.","28.64","732422376.48","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","2.53","51690020.14","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","7.2","75100730.4","n/a","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"JRJC","China Finance Online Co. Limited","7.06","156668996.56","n/a","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/jrjc",
"CHOP","China Gerui Advanced Materials Group Limited","1.17","69641804.7","n/a","n/a","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/chop",
"HGSH","China HGS Real Estate, Inc.","5.61","252730500","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","2.21","79226740.84","n/a","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CNIT","China Information Technology, Inc.","6.04","163125952.32","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CJJD","China Jo-Jo Drugstores, Inc.","1.49","20798912.98","n/a","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/cjjd",
"HTHT","China Lodging Group, Limited","30","1833705690","n/a","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CMGE","China Mobile Games and Entertainment Group Limited","32.8","795039265.6","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cmge",
"CHNR","China Natural Resources, Inc.","7.41","922949437.8","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CPSL","China Precision Steel, Inc.","1.571","6096840.486","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cpsl",
"CREG","China Recycling Energy Corporation","2.76","168097239.72","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CPGI","China Shengda Packaging Group, Inc.","1.1","42669892.1","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CSUN","China Sunergy Co., Ltd.","6.69","99341756.79","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/csun",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.96","103749750.16","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","5.01","239822547.72","n/a","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CNYD","China Yida Holding, Co.","5.8","22704564","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"CCIH","ChinaCache International Holdings Ltd.","13.51","342684081.67","n/a","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CEDU","ChinaEdu Corporation","6.9","122884901.4","n/a","2007","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cedu",
"CNET","ChinaNet Online Holdings, Inc.","0.78","17453701.2","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/cnet",
"CHDX","Chindex International, Inc.","16.72","301676535.6","n/a","1994","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/chdx",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","18.76","631363053.72","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CHSCO","CHS Inc","28.5","322596487.5","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","29.08","210314062.64","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","94.54","1699549267.06","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","39.36","644749586.88","n/a","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CHYR","ChyronHego Corporation","2.794","85947446.596","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/chyr",
"CIFC","CIFC Corp.","7.8","162053018.4","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CIMT","Cimatron, Limited","10.17","105736442.49","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CINF","Cincinnati Financial Corporation","50.52","8276727822.84","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","2.3","148138827.8","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","59.13","7086732333.03","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
